latitude,longitude,historic,start_date,ref:mhs,wikidata,name,heritage,mhs:inscription_date,wikipedia,left,right,top,bottom
45.8167,-0.5533,,C1,PA00104671,Q22954811,Aqueduc,2,1840 ,fr:Aqueduc du Douhet,-0.554025,-0.552575,45.81713,45.816269999999996
45.8948,-0.9884,,,PA00105272,Q20947656,Deux dolmens,2,1938-09-02 ,fr:Dolmens de Soubise,-0.9891249999999999,-0.987675,45.89523,45.894369999999995
46.2085,-1.1502,yes,C13,PA00104832,Q22955070,Ruines de l'ancien prieuré de Sermaize,3,1925-02-18 ,,-1.150925,-1.1494749999999998,46.20893,46.20807
46.01247,-1.17712,,,PA00104744,Q22954886,Caserne Vaudreuil,3,1931-05-05 ,,-1.177845,-1.1763949999999999,46.0129,46.01204
46.159897,-1.153433,building,C17,PA00105104,Q22955565,,3,1928-09-29 ,,-1.154158,-1.1527079999999998,46.160327,46.159467
45.8196,-0.9467,marketplace,yes,PA17000093,Q22995977,Halle,3,2011-05-26 ,,-0.947425,-0.945975,45.82003,45.81917
46.01239,-1.17359,building,,PA00104716,Q22954833,Hôtel de ville et bâtiments voisins appartenant à la commune,3,1931-05-19 ,,-1.174315,-1.1728649999999998,46.012820000000005,46.01196
46.159744,-1.153495,building,C17,PA00105109,Q22955572,,3,1928-09-29 ,,-1.15422,-1.1527699999999999,46.160174000000005,46.159314
45.991114,-0.216559,,C12,PA00104681,Q22954813,Ancienne église Saint-Révérend,3,1973-07-23 ,,-0.217284,-0.215834,45.991544000000005,45.990684
45.4409,-0.5538,,C12,PA00105236,Q22955712,Ancienne abbaye de la Tenaille,,,,-0.5545249999999999,-0.553075,45.44133,45.44047
46.161857,-1.149981,building,C16,PA00105122,Q22955594,,3,1924-12-02 ,,-1.150706,-1.1492559999999998,46.162287,46.161426999999996
46.159848,-1.15346,building,C17,PA00105106,Q22955567,,3,1928-09-29 ,,-1.154185,-1.1527349999999998,46.160278,46.159417999999995
45.7456,-0.6343,building,C16,PA00105253,Q22955717,Hôtel de Brémond d'Ars,3,1967-05-18 ,fr:Hôtel de Brémond d'Ars,-0.635025,-0.633575,45.746030000000005,45.74517
45.745545,-0.811374,,,PA00104660,Q22954801,Place de l'église,2,1938-11-09 ,,-0.812099,-0.8106490000000001,45.745975,45.745115
45.74361,-0.61611,,C19,PA00125682,Q3127289,Haras national,3,1993-03-02 ,fr:Haras national de Saintes,-0.616835,-0.6153850000000001,45.74404,45.743179999999995
45.9439,-1.3039,building,C18,PA17000074,Q22995966,Maison des aïeules de Pierre Loti,3,2006-12-20 ,,-1.3046250000000001,-1.303175,45.94433,45.94347
45.7226,-1.2155,,C20,PA17000056,Q22995951,Batterie Muschel,3,2002-07-24 ,,-1.2162250000000001,-1.214775,45.72303,45.72217
45.9427,-0.5219,building,C16,PA00105186,Q22955656,,3,1943-08-26 ,,-0.522625,-0.521175,45.943130000000004,45.94227
46.159433,-1.153548,building,C17,PA00105115,Q22955581,,3,1928-09-29 ,,-1.154273,-1.152823,46.159863,46.159003
45.7463,-0.6206,stone,grooves,PA00105260,Q21523428,Polissoir,2,1964-07-15 ,,-0.621325,-0.6198750000000001,45.74673,45.74587
46.161969,-1.152526,building,,PA00104999,Q22955379,,3,1928-06-14 ,,-1.153251,-1.1518009999999999,46.162399,46.161539
46.156655,-1.163786,archaeological_site,roman_villa,PA00105320,Q22955772,Villa Alsace,3,1992-12-11 ,,-1.164511,-1.163061,46.157085,46.156225
46.1598,-1.1539,building,C18,PA00104888,Q22955117,"Hôtel de la Bourse, actuellement Greffe du Tribunal de Commerce",2,1929-06-14 ,,-1.154625,-1.1531749999999998,46.16023,46.159369999999996
46.0784,-0.4114,,,PA00105235,Q22955710,Restes du camp romain,3,1945-05-11 ,,-0.41212499999999996,-0.410675,46.07883,46.07797
45.9529,-1.0534,fountain,yes,PA00135586,Q22994889,Fontaine de Lupin,,,,-1.054125,-1.0526749999999998,45.95333,45.95247
46.160364,-1.151828,monastery,convent,PA17000105,,Couvent des Augustins (ancien),3,2015-12-29 ,,-1.1525530000000002,-1.151103,46.160794,46.159934
45.9986,-1.3225,archaeological_site,roman_villa,PA00105321,Q22955773,Villa Blockhaus,3,1992-12-11 ,,-1.323225,-1.321775,45.999030000000005,45.99817
45.9474,-0.9637,,C20,PA00104866,Q2577090,Gare,3,1984-12-28 ,fr:Gare de Rochefort,-0.964425,-0.962975,45.94783,45.94697
46.01523,-0.392301,monastery,C12,PA00104835,Q22955072,Prieuré Notre-Dame-d'Oulmes,2,1980-11-14 ,,-0.393026,-0.39157600000000004,46.015660000000004,46.0148
45.8563,-0.8547,archaeological_site,megalith,PA00125680,Q20971028,Dolmen du Bois de la Grosse Pierre,,,fr:Dolmen du Bois de la Grosse Pierre,-0.855425,-0.853975,45.85673,45.855869999999996
46.160081,-1.153613,building,C17,PA00105103,Q22955564,,3,1928-09-29 ,,-1.154338,-1.152888,46.160511,46.159651
